study_name,dataset_name,variable_name,question_name,instrument_name
soep-core,lp,lp0804,8,soep-core-1995-pe
soep-core,lp,lp0805,8,soep-core-1995-pe
soep-core,lp,lp0806,8,soep-core-1995-pe
soep-core,lp,lp0807,8,soep-core-1995-pe
soep-core,lp,lp0808,8,soep-core-1995-pe
soep-core,lp,lp09,9,soep-core-1995-pe
soep-core,lp,lp10,10,soep-core-1995-pe
soep-core,lp,lp16,16,soep-core-1995-pe
soep-core,lp,lp3506,35,soep-core-1995-pe
soep-core,lp,lp4302,43,soep-core-1995-pe
soep-core,lp,lp4501,45,soep-core-1995-pe
soep-core,lp,lp4502,45,soep-core-1995-pe
soep-core,lp,lp4503,45,soep-core-1995-pe
soep-core,lp,lp50,50,soep-core-1995-pe
soep-core,lp,lp5401,54,soep-core-1995-pe
soep-core,lp,lp5402,54,soep-core-1995-pe
soep-core,lp,lp55,55,soep-core-1995-pe
soep-core,lp,lp56,56,soep-core-1995-pe
soep-core,lp,lp5701,57,soep-core-1995-pe
soep-core,lp,lp5702,57,soep-core-1995-pe
soep-core,lp,lp58,58,soep-core-1995-pe
soep-core,lp,lp59,59,soep-core-1995-pe
soep-core,lp,lp6103,61,soep-core-1995-pe
soep-core,lp,lp6201,62,soep-core-1995-pe
soep-core,lp,lp6202,62,soep-core-1995-pe
soep-core,lp,lp6301,63,soep-core-1995-pe
soep-core,lp,lp6302,63,soep-core-1995-pe
soep-core,lp,lp64,64,soep-core-1995-pe
soep-core,lp,lp71,71,soep-core-1995-pe
soep-core,lp,lp7201,72,soep-core-1995-pe
soep-core,lp,lp7202,72,soep-core-1995-pe
soep-core,lp,lp7203,72,soep-core-1995-pe
soep-core,lp,lp73a,73,soep-core-1995-pe
soep-core,lp,lp75,75,soep-core-1995-pe
soep-core,lp,lp7601,76,soep-core-1995-pe
soep-core,lp,lp7602,76,soep-core-1995-pe
soep-core,lp,lp7603,76,soep-core-1995-pe
soep-core,lp,lp7604,76,soep-core-1995-pe
soep-core,lp,lp7605,76,soep-core-1995-pe
soep-core,lp,lp7606,76,soep-core-1995-pe
soep-core,lp,lp8402o,84,soep-core-1995-pe
soep-core,lp,lp8412o,84,soep-core-1995-pe
soep-core,lp,lp8413,84,soep-core-1995-pe
soep-core,lp,lp8416,84,soep-core-1995-pe
soep-core,lp,lp8601,86,soep-core-1995-pe
soep-core,lp,lp8607,86,soep-core-1995-pe
soep-core,lp,lp8610,86,soep-core-1995-pe
soep-core,lp,lp8701,87,soep-core-1995-pe
soep-core,lp,lp8702,87,soep-core-1995-pe
soep-core,lp,lp8703,87,soep-core-1995-pe
soep-core,lp,lp95,95,soep-core-1995-pe
soep-core,lp,lp9601,96,soep-core-1995-pe
soep-core,lp,lp9602,96,soep-core-1995-pe
soep-core,lp,lp9905,99,soep-core-1995-pe
soep-core,lp,lp9908,99,soep-core-1995-pe
soep-core,mp,mp03,3,soep-core-1996-pe
soep-core,mp,mp0401,4,soep-core-1996-pe
soep-core,mp,mp0402,4,soep-core-1996-pe
soep-core,mp,mp0403,4,soep-core-1996-pe
soep-core,mp,mp0404,4,soep-core-1996-pe
soep-core,mp,mp0405,4,soep-core-1996-pe
soep-core,mp,mp0406,4,soep-core-1996-pe
soep-core,mp,mp1001,10,soep-core-1996-pe
soep-core,mp,mp1002,10,soep-core-1996-pe
soep-core,mp,mp1003,10,soep-core-1996-pe
soep-core,mp,mp1004,10,soep-core-1996-pe
soep-core,mp,mp1005,10,soep-core-1996-pe
soep-core,mp,mp1006,10,soep-core-1996-pe
soep-core,mp,mp1007,10,soep-core-1996-pe
soep-core,mp,mp1008,10,soep-core-1996-pe
soep-core,mp,mp10905,10,soep-core-1996-pe
soep-core,mp,mp10907,10,soep-core-1996-pe
soep-core,mp,mp21,21,soep-core-1996-pe
soep-core,mp,mp22,22,soep-core-1996-pe
soep-core,mp,mp3306,33,soep-core-1996-pe
soep-core,mp,mp4102,41,soep-core-1996-pe
soep-core,mp,mp44,44,soep-core-1996-pe
soep-core,mp,mp49,49,soep-core-1996-pe
soep-core,mp,mp50,50,soep-core-1996-pe
soep-core,mp,mp5101,51,soep-core-1996-pe
soep-core,mp,mp5102,51,soep-core-1996-pe
soep-core,mp,mp5103,51,soep-core-1996-pe
soep-core,mp,mp61,61,soep-core-1996-pe
soep-core,mp,mp7011,70,soep-core-1996-pe
soep-core,mp,mp7014,70,soep-core-1996-pe
soep-core,mp,mp7201,72,soep-core-1996-pe
soep-core,mp,mp7208,72,soep-core-1996-pe
soep-core,mp,mp7211,72,soep-core-1996-pe
soep-core,mp,mp7301,73,soep-core-1996-pe
soep-core,mp,mp7302,73,soep-core-1996-pe
soep-core,mp,mp7303,73,soep-core-1996-pe
soep-core,mp,mp81,81,soep-core-1996-pe
soep-core,mp,mp8201,82,soep-core-1996-pe
soep-core,mp,mp8202,82,soep-core-1996-pe
soep-core,mp,mp86,86,soep-core-1996-pe
soep-core,mp,mp87,87,soep-core-1996-pe
soep-core,mp,mp88,88,soep-core-1996-pe
soep-core,mp,mp8901,89,soep-core-1996-pe
soep-core,mp,mp8902,89,soep-core-1996-pe
soep-core,mp,mp90a02,90,soep-core-1996-pe
soep-core,mp,mp92a,92,soep-core-1996-pe
soep-core,mp,mp93a,93,soep-core-1996-pe
soep-core,mp,mp98a,98,soep-core-1996-pe
soep-core,mp,mp99a,99,soep-core-1996-pe
soep-core,np,np0108,1,soep-core-1997-pe
soep-core,np,np0210,2,soep-core-1997-pe
soep-core,np,np0211,2,soep-core-1997-pe
soep-core,np,np0212,2,soep-core-1997-pe
soep-core,np,np0213,2,soep-core-1997-pe
soep-core,np,np0215,2,soep-core-1997-pe
soep-core,np,np0216,2,soep-core-1997-pe
soep-core,np,np0217,2,soep-core-1997-pe
soep-core,np,np0218,2,soep-core-1997-pe
soep-core,np,np0219,2,soep-core-1997-pe
soep-core,np,np0220,2,soep-core-1997-pe
soep-core,np,np105a,10,soep-core-1997-pe
soep-core,np,np111a01,11,soep-core-1997-pe
soep-core,np,np111a02,11,soep-core-1997-pe
soep-core,np,np111a03,11,soep-core-1997-pe
soep-core,np,np111a04,11,soep-core-1997-pe
soep-core,np,np111a05,11,soep-core-1997-pe
soep-core,np,np111a06,11,soep-core-1997-pe
soep-core,np,np111a07,11,soep-core-1997-pe
soep-core,np,np111a08,11,soep-core-1997-pe
soep-core,np,np111a09,11,soep-core-1997-pe
soep-core,np,np111a10,11,soep-core-1997-pe
soep-core,np,np2706,27,soep-core-1997-pe
soep-core,np,np3502,35,soep-core-1997-pe
soep-core,np,np40,40,soep-core-1997-pe
soep-core,np,np4201,42,soep-core-1997-pe
soep-core,np,np4202,42,soep-core-1997-pe
soep-core,np,np4203,42,soep-core-1997-pe
soep-core,np,np45,45,soep-core-1997-pe
soep-core,np,np48,48,soep-core-1997-pe
soep-core,np,np61,61,soep-core-1997-pe
soep-core,np,np7011,70,soep-core-1997-pe
soep-core,np,np7014,70,soep-core-1997-pe
soep-core,np,np7201,72,soep-core-1997-pe
soep-core,np,np7208,72,soep-core-1997-pe
soep-core,np,np7211,72,soep-core-1997-pe
soep-core,np,np73,73,soep-core-1997-pe
soep-core,np,np74,74,soep-core-1997-pe
soep-core,np,np7501,75,soep-core-1997-pe
soep-core,np,np7502,75,soep-core-1997-pe
soep-core,np,np7503,75,soep-core-1997-pe
soep-core,np,np7504,75,soep-core-1997-pe
soep-core,np,np7505,75,soep-core-1997-pe
soep-core,np,np76,76,soep-core-1997-pe
soep-core,np,np7701,77,soep-core-1997-pe
soep-core,np,np7702,77,soep-core-1997-pe
soep-core,np,np7703,77,soep-core-1997-pe
soep-core,np,np7704,77,soep-core-1997-pe
soep-core,np,np7705,77,soep-core-1997-pe
soep-core,np,np7801,78,soep-core-1997-pe
soep-core,np,np7802,78,soep-core-1997-pe
soep-core,np,np7803,78,soep-core-1997-pe
soep-core,np,np7804,78,soep-core-1997-pe
soep-core,np,np7805,78,soep-core-1997-pe
soep-core,np,np87,87,soep-core-1997-pe
soep-core,np,np8801,88,soep-core-1997-pe
soep-core,np,np8802,88,soep-core-1997-pe
soep-core,np,np8901,89,soep-core-1997-pe
soep-core,np,np8902,89,soep-core-1997-pe
soep-core,np,np8903,89,soep-core-1997-pe
soep-core,np,np8904,89,soep-core-1997-pe
soep-core,np,np90,90,soep-core-1997-pe
soep-core,np,np91,91,soep-core-1997-pe
soep-core,np,np9505,95,soep-core-1997-pe
soep-core,np,np9507,95,soep-core-1997-pe
soep-core,np,np96,96,soep-core-1997-pe
soep-core,np,np97,97,soep-core-1997-pe
soep-core,np,np98,98,soep-core-1997-pe
soep-core,np,np9901,99,soep-core-1997-pe
soep-core,np,np9902,99,soep-core-1997-pe
soep-core,op,op0801,8,soep-core-1998-pe
soep-core,op,op0802,8,soep-core-1998-pe
soep-core,op,op0803,8,soep-core-1998-pe
soep-core,op,op0804,8,soep-core-1998-pe
soep-core,op,op0805,8,soep-core-1998-pe
soep-core,op,op0806,8,soep-core-1998-pe
soep-core,op,op0807,8,soep-core-1998-pe
soep-core,op,op0808,8,soep-core-1998-pe
soep-core,op,op0809,8,soep-core-1998-pe
soep-core,op,op0810,8,soep-core-1998-pe
soep-core,op,op0811,8,soep-core-1998-pe
soep-core,op,op0812,8,soep-core-1998-pe
soep-core,op,op0813,8,soep-core-1998-pe
soep-core,op,op100,10,soep-core-1998-pe
soep-core,op,op101,10,soep-core-1998-pe
soep-core,op,op101a01,10,soep-core-1998-pe
soep-core,op,op101a02,10,soep-core-1998-pe
soep-core,op,op111,11,soep-core-1998-pe
soep-core,op,op112,11,soep-core-1998-pe
soep-core,op,op15,15,soep-core-1998-pe
soep-core,op,op16,16,soep-core-1998-pe
soep-core,op,op2706,27,soep-core-1998-pe
soep-core,op,op3502,35,soep-core-1998-pe
soep-core,op,op41,41,soep-core-1998-pe
soep-core,op,op52,52,soep-core-1998-pe
soep-core,op,op6111,61,soep-core-1998-pe
soep-core,op,op6114,61,soep-core-1998-pe
soep-core,op,op6301,63,soep-core-1998-pe
soep-core,op,op6308,63,soep-core-1998-pe
soep-core,op,op6311,63,soep-core-1998-pe
soep-core,op,op64,64,soep-core-1998-pe
soep-core,op,op65,65,soep-core-1998-pe
soep-core,op,op68,68,soep-core-1998-pe
soep-core,op,op76,76,soep-core-1998-pe
soep-core,op,op7701,77,soep-core-1998-pe
soep-core,op,op7702,77,soep-core-1998-pe
soep-core,op,op81,81,soep-core-1998-pe
soep-core,op,op8402,84,soep-core-1998-pe
soep-core,op,op9201,92,soep-core-1998-pe
soep-core,op,op9202,92,soep-core-1998-pe
soep-core,op,op9203,92,soep-core-1998-pe
soep-core,op,op9204,92,soep-core-1998-pe
soep-core,op,op9205,92,soep-core-1998-pe
soep-core,op,op9206,92,soep-core-1998-pe
soep-core,op,op9207,92,soep-core-1998-pe
soep-core,op,op9208,92,soep-core-1998-pe
soep-core,op,op9209,92,soep-core-1998-pe
soep-core,op,op9805,98,soep-core-1998-pe
soep-core,op,op9807,98,soep-core-1998-pe
soep-core,op,op99,99,soep-core-1998-pe
soep-core,ph,ph5301,53,soep-core-1999-hh
soep-core,ph,ph5302,53,soep-core-1999-hh
soep-core,pp,pp02b3,2,soep-core-1999-pe
soep-core,pp,pp02b4,2,soep-core-1999-pe
soep-core,pp,pp02b5,2,soep-core-1999-pe
soep-core,pp,pp02b6,2,soep-core-1999-pe
soep-core,pp,pp02c1,2,soep-core-1999-pe
soep-core,pp,pp02c2,2,soep-core-1999-pe
soep-core,pp,pp02c3,2,soep-core-1999-pe
soep-core,pp,pp02c4,2,soep-core-1999-pe
soep-core,pp,pp02c5,2,soep-core-1999-pe
soep-core,pp,pp02c6,2,soep-core-1999-pe
soep-core,pp,pp0401,4,soep-core-1999-pe
soep-core,pp,pp0402,4,soep-core-1999-pe
soep-core,pp,pp0403,4,soep-core-1999-pe
soep-core,pp,pp0404,4,soep-core-1999-pe
soep-core,pp,pp0405,4,soep-core-1999-pe
soep-core,pp,pp0406,4,soep-core-1999-pe
soep-core,pp,pp0407,4,soep-core-1999-pe
soep-core,pp,pp0408,4,soep-core-1999-pe
soep-core,pp,pp0409,4,soep-core-1999-pe
soep-core,pp,pp0410,4,soep-core-1999-pe
soep-core,pp,pp0411,4,soep-core-1999-pe
soep-core,pp,pp0412,4,soep-core-1999-pe
soep-core,pp,pp0413,4,soep-core-1999-pe
soep-core,pp,pp104,10,soep-core-1999-pe
soep-core,pp,pp105,10,soep-core-1999-pe
soep-core,pp,pp106,10,soep-core-1999-pe
soep-core,pp,pp10701,10,soep-core-1999-pe
soep-core,pp,pp10702,10,soep-core-1999-pe
soep-core,pp,pp10703,10,soep-core-1999-pe
soep-core,pp,pp10704,10,soep-core-1999-pe
soep-core,pp,pp10705,10,soep-core-1999-pe
soep-core,pp,pp10706,10,soep-core-1999-pe
soep-core,pp,pp10707,10,soep-core-1999-pe
soep-core,pp,pp10708,10,soep-core-1999-pe
soep-core,pp,pp10709,10,soep-core-1999-pe
soep-core,pp,pp10710,10,soep-core-1999-pe
soep-core,pp,pp108,10,soep-core-1999-pe
soep-core,pp,pp113,11,soep-core-1999-pe
soep-core,pp,pp114,11,soep-core-1999-pe
soep-core,pp,pp115,11,soep-core-1999-pe
soep-core,pp,pp119,11,soep-core-1999-pe
soep-core,pp,pp12901,12,soep-core-1999-pe
soep-core,pp,pp12902,12,soep-core-1999-pe
soep-core,pp,pp12903,12,soep-core-1999-pe
soep-core,pp,pp12904,12,soep-core-1999-pe
soep-core,pp,pp12905,12,soep-core-1999-pe
soep-core,pp,pp12906,12,soep-core-1999-pe
soep-core,pp,pp12907,12,soep-core-1999-pe
soep-core,pp,pp12908,12,soep-core-1999-pe
soep-core,pp,pp12909,12,soep-core-1999-pe
soep-core,pp,pp12910,12,soep-core-1999-pe
soep-core,pp,pp28,28,soep-core-1999-pe
soep-core,pp,pp3802,38,soep-core-1999-pe
soep-core,pp,pp46,46,soep-core-1999-pe
soep-core,pp,pp5002,50,soep-core-1999-pe
soep-core,pp,pp53,53,soep-core-1999-pe
soep-core,pp,pp69,69,soep-core-1999-pe
soep-core,pp,pp7911,79,soep-core-1999-pe
soep-core,pp,pp7914,79,soep-core-1999-pe
soep-core,pp,pp81,81,soep-core-1999-pe
soep-core,qp,qp0701,7,soep-core-2000-pe
soep-core,qp,qp0702,7,soep-core-2000-pe
soep-core,qp,qp0706,7,soep-core-2000-pe
soep-core,qp,qp130,13,soep-core-2000-pe
soep-core,qp,qp131,13,soep-core-2000-pe
soep-core,qp,qp3602,36,soep-core-2000-pe
soep-core,qp,qp3701,37,soep-core-2000-pe
soep-core,qp,qp3702,37,soep-core-2000-pe
soep-core,qp,qp4603,46,soep-core-2000-pe
soep-core,qp,qp4701,47,soep-core-2000-pe
soep-core,qp,qp4702,47,soep-core-2000-pe
soep-core,qp,qp4801,48,soep-core-2000-pe
soep-core,qp,qp4802,48,soep-core-2000-pe
soep-core,qp,qp51,51,soep-core-2000-pe
soep-core,qp,qp64,64,soep-core-2000-pe
soep-core,qp,qp69,69,soep-core-2000-pe
soep-core,qp,qp7911,79,soep-core-2000-pe
soep-core,qp,qp7914,79,soep-core-2000-pe
soep-core,qp,qp81,81,soep-core-2000-pe
soep-core,rp,rp4002,40,soep-core-2001-pe
soep-core,rp,rp81,81,soep-core-2001-pe
soep-core,sp,sp10401,10,soep-core-2002-pe
soep-core,sp,sp4002,40,soep-core-2002-pe
soep-core,tp,tp107,10,soep-core-2003-pe
soep-core,tp,tp6602,66,soep-core-2003-pe
soep-core,up,up103,10,soep-core-2004-pe
soep-core,up,up3702,37,soep-core-2004-pe
soep-core,vp,vp116,11,soep-core-2005-pe
soep-core,vp,vp4302,43,soep-core-2005-pe
soep-core,wp,wp10501,10,soep-core-2006-pe
soep-core,wp,wp3602,36,soep-core-2006-pe
soep-core,xp,xp110,11,soep-core-2007-pe
soep-core,xp,xp4702,47,soep-core-2007-pe
soep-core,yp,yp118,11,soep-core-2008-pe
soep-core,yp,yp4602,46,soep-core-2008-pe
soep-core,zp,zp108,10,soep-core-2009-pe
soep-core,zp,zp4202,42,soep-core-2009-pe
soep-core,bcp,bcp9601,96,soep-core-2012-pe
soep-core,bdp,bdp10302,10,soep-core-2013-pe
soep-core,bdp,bdp10603,10,soep-core-2013-pe
soep-core,bdp,bdp10902,10,soep-core-2013-pe
soep-core,bdp,bdp159,15,soep-core-2013-pe
soep-core,bioagel,behav10,10,soep-core-2014-hh
soep-core,bioagel,behav11,11,soep-core-2014-hh
soep-core,bioagel,behav12,12,soep-core-2014-hh
soep-core,bioagel,behav13,13,soep-core-2014-hh
soep-core,bioagel,behav14,14,soep-core-2014-hh
soep-core,bioagel,behav15,15,soep-core-2014-hh
soep-core,bioagel,behav16,16,soep-core-2014-hh
soep-core,bioagel,behav17,17,soep-core-2014-hh
soep-core,bioagel,behav18,18,soep-core-2014-hh
soep-core,bioagel,bepar10,10,soep-core-2014-pe
soep-core,bioagel,char10,10,soep-core-1986-hh
soep-core,gp,gp1308,13,soep-core-1990-pe
soep-core,gp,gp5602,56,soep-core-1990-pe
soep-core,gp,gp5801,58,soep-core-1990-pe
soep-core,gp,gp5901,59,soep-core-1990-pe
soep-core,gpost,gp0108e,1,soep-core-1990-pe
soep-core,gpost,gp1211e,12,soep-core-1990-pe
soep-core,gpost,gp2901e,29,soep-core-1990-pe
soep-core,jp,jp0208,2,soep-core-1993-pe
soep-core,lp,lp0208,2,soep-core-1995-pe
soep-core,np,np0208,2,soep-core-1997-pe
soep-core,pp,pp02b1,2,soep-core-1999-pe
soep-core,sp,sp9301,93,soep-core-2002-pe
soep-core,apausl,ap63a,63,soep-core-1984-pe
soep-core,bah,bah0802,8,soep-core-2010-hh
soep-core,bah,bah7201ka,72,soep-core-2010-hh
soep-core,bah,bah7202ka,72,soep-core-2010-hh
soep-core,bah,bah7203ka,72,soep-core-2010-hh
soep-core,bah,bah7204ka,72,soep-core-2010-hh
soep-core,bah,bah7205ka,72,soep-core-2010-hh
soep-core,bah,bah7206ka,72,soep-core-2010-hh
soep-core,bah,bah7207ka,72,soep-core-2010-hh
soep-core,bah,bah7208ka,72,soep-core-2010-hh
soep-core,bah,bah7209ka,72,soep-core-2010-hh
soep-core,bah,bah7210ka,72,soep-core-2010-hh
soep-core,bah,bah7211ka,72,soep-core-2010-hh
soep-core,bah,bah7212ka,72,soep-core-2010-hh
soep-core,bah,bah7213ka,72,soep-core-2010-hh
soep-core,bah,bah7214ka,72,soep-core-2010-hh
soep-core,bah,bah7215ka,72,soep-core-2010-hh
soep-core,bah,bah7216ka,72,soep-core-2010-hh
soep-core,bap,bap9505,95,soep-core-2010-pe
soep-core,bbh,bbh0802,8,soep-core-2011-hh
soep-core,bbp,bbp47,47,soep-core-2011-pe
soep-core,bbp,bbp4801,48,soep-core-2011-pe
soep-core,bbp,bbp4802,48,soep-core-2011-pe
soep-core,bbp,bbp4901,49,soep-core-2011-pe
soep-core,bbp,bbp4902,49,soep-core-2011-pe
soep-core,bch,bch0802,8,soep-core-2012-hh
soep-core,bcp,bcp3502,35,soep-core-2012-pe
soep-core,bcp,bcp9057,90,soep-core-2012-pe
soep-core,bcp,bcp9058,90,soep-core-2012-pe
soep-core,bcp,bcp9059,90,soep-core-2012-pe
soep-core,bcp,bcp9062,90,soep-core-2012-pe
soep-core,bcp,bcp9063,90,soep-core-2012-pe
soep-core,bcp,bcp9064,90,soep-core-2012-pe
soep-core,bcp,bcp95,95,soep-core-2012-pe
soep-core,bcp,bcp9602,96,soep-core-2012-pe
soep-core,bcp,bcp9707,97,soep-core-2012-pe
soep-core,bdh,bdh0802,8,soep-core-2013-hh
soep-core,bdp,bdp13759,13,soep-core-2013-pe
soep-core,bdp,bdp13760,13,soep-core-2013-pe
soep-core,bdp,bdp13761,13,soep-core-2013-pe
soep-core,bdp,bdp13762,13,soep-core-2013-pe
soep-core,bdp,bdp56,56,soep-core-2013-pe
soep-core,bdp,bdp5701,57,soep-core-2013-pe
soep-core,bdp,bdp5702,57,soep-core-2013-pe
soep-core,bdp,bdp5801,58,soep-core-2013-pe
soep-core,bdp,bdp5802,58,soep-core-2013-pe
soep-core,bep,bep9405,94,soep-core-2014-pe
soep-core,bfh,bfh0702,7,soep-core-2015-hh
soep-core,bfp,bfp6801,68,soep-core-2015-pe
soep-core,bfp,bfp6802,68,soep-core-2015-pe
soep-core,bfp,bfp7001,70,soep-core-2015-pe
soep-core,bfp,bfp7002,70,soep-core-2015-pe
soep-core,bgh,bgh0602,6,soep-core-2016-hh
soep-core,bgp,bgp11304,11,soep-core-2016-pe
soep-core,bpausl,bp99a01,99,soep-core-1985-pe
soep-core,cpausl,cp99ab01,99,soep-core-1986-pe
soep-core,dpausl,dp96a01,96,soep-core-1987-pe
soep-core,epausl,ep89a01,89,soep-core-1988-pe
soep-core,fpausl,fp106a01,10,soep-core-1989-pe
soep-core,gpausl,gp106a01,10,soep-core-1990-pe
soep-core,gpost,gp45a01e,45,soep-core-1990-pe
soep-core,gpost,gp45b01e,45,soep-core-1990-pe
soep-core,gpost,gp45d01e,45,soep-core-1990-pe
soep-core,gpost,gp45e01e,45,soep-core-1990-pe
soep-core,gpost,gp45f01e,45,soep-core-1990-pe
soep-core,gpost,gp45g01e,45,soep-core-1990-pe
soep-core,gpost,gp45h01e,45,soep-core-1990-pe
soep-core,gpost,gp45i01e,45,soep-core-1990-pe
soep-core,gpost,gp45m01e,45,soep-core-1990-pe
soep-core,gpost,gp45n01e,45,soep-core-1990-pe
soep-core,hpausl,hp106a01,10,soep-core-1991-pe
soep-core,hp,hp1331,13,soep-core-1991-pe
soep-core,hp,hp1332,13,soep-core-1991-pe
soep-core,hp,hp1333,13,soep-core-1991-pe
soep-core,ipausl,ip106a01,10,soep-core-1992-pe
soep-core,jpausl,jp106a01,10,soep-core-1993-pe
soep-core,mp,mp09j02,9,soep-core-1996-pe
soep-core,mp,mp09j03,9,soep-core-1996-pe
soep-core,mp,mp09j04,9,soep-core-1996-pe
soep-core,mp,mp67i02,67,soep-core-1996-pe
soep-core,mp,mp67i03,67,soep-core-1996-pe
soep-core,np,np67i02,67,soep-core-1997-pe
soep-core,np,np67i03,67,soep-core-1997-pe
soep-core,op,op58i02,58,soep-core-1998-pe
soep-core,op,op58i03,58,soep-core-1998-pe
soep-core,pp,pp76i02,76,soep-core-1999-pe
soep-core,pp,pp76i03,76,soep-core-1999-pe
soep-core,qp,qp76i02,76,soep-core-2000-pe
soep-core,qp,qp76i03,76,soep-core-2000-pe
soep-core,rp,rp10301,10,soep-core-2001-pe
soep-core,rp,rp107j02,10,soep-core-2001-pe
soep-core,rp,rp107j03,10,soep-core-2001-pe
soep-core,rp,rp107j04,10,soep-core-2001-pe
soep-core,rp,rp76i02,76,soep-core-2001-pe
soep-core,rp,rp76i03,76,soep-core-2001-pe
soep-core,sp,sp85fc81,85,soep-core-2002-pe
soep-core,sp,sp85fc82,85,soep-core-2002-pe
soep-core,sp,sp85fc83,85,soep-core-2002-pe
soep-core,sp,sp85gc91,85,soep-core-2002-pe
soep-core,sp,sp85gc92,85,soep-core-2002-pe
soep-core,sp,sp85gc93,85,soep-core-2002-pe
soep-core,sp,sp92,92,soep-core-2002-pe
soep-core,sp,sp9302,93,soep-core-2002-pe
soep-core,vp,vp45,45,soep-core-2005-pe
soep-core,vp,vp4601,46,soep-core-2005-pe
soep-core,vp,vp4602,46,soep-core-2005-pe
soep-core,vp,vp8101,81,soep-core-2005-pe
soep-core,vp,vp8102,81,soep-core-2005-pe
soep-core,vp,vp82,82,soep-core-2005-pe
soep-core,vp,vp8301,83,soep-core-2005-pe
soep-core,vp,vp8302,83,soep-core-2005-pe
soep-core,vp,vp8401,84,soep-core-2005-pe
soep-core,vp,vp8402,84,soep-core-2005-pe
soep-core,vp,vp85,85,soep-core-2005-pe
soep-core,vp,vp8601,86,soep-core-2005-pe
soep-core,vp,vp8602,86,soep-core-2005-pe
soep-core,vp,vp87,87,soep-core-2005-pe
soep-core,vp,vp88,88,soep-core-2005-pe
soep-core,wp,wp9305,93,soep-core-2006-pe
soep-core,xh,xh0802,8,soep-core-2007-hh
soep-core,xp,xp126g03,12,soep-core-2007-pe
soep-core,xp,xp126g04,12,soep-core-2007-pe
soep-core,xp,xp126g05,12,soep-core-2007-pe
soep-core,xp,xp126h03,12,soep-core-2007-pe
soep-core,xp,xp126h04,12,soep-core-2007-pe
soep-core,xp,xp126h05,12,soep-core-2007-pe
soep-core,xp,xp52,52,soep-core-2007-pe
soep-core,xp,xp5301,53,soep-core-2007-pe
soep-core,xp,xp5302,53,soep-core-2007-pe
soep-core,yh,yh0802,8,soep-core-2008-hh
soep-core,yp,yp10605,10,soep-core-2008-pe
soep-core,zh,zh0802,8,soep-core-2009-hh
soep-core,zp,zp47,47,soep-core-2009-pe
soep-core,zp,zp4801,48,soep-core-2009-pe
soep-core,zp,zp4802,48,soep-core-2009-pe
soep-core,zp,zp4901,49,soep-core-2009-pe
soep-core,zp,zp4902,49,soep-core-2009-pe
soep-core,ah,ah09,9,soep-core-1984-hh
soep-core,ah,ah11,11,soep-core-1984-hh
soep-core,ah,ah1701,17,soep-core-1984-hh
soep-core,ah,ah1702,17,soep-core-1984-hh
soep-core,ah,ah1703,17,soep-core-1984-hh
soep-core,ah,ah1704,17,soep-core-1984-hh
soep-core,ah,ah1705,17,soep-core-1984-hh
soep-core,ah,ah1706,17,soep-core-1984-hh
soep-core,ah,ah1707,17,soep-core-1984-hh
soep-core,ah,ah39,39,soep-core-1984-hh
soep-core,ap,ap0201,2,soep-core-1984-pe
soep-core,ap,ap0202,2,soep-core-1984-pe
soep-core,ap,ap0204,2,soep-core-1984-pe
soep-core,ap,ap0206,2,soep-core-1984-pe
soep-core,ap,ap1201,12,soep-core-1984-pe
soep-core,ap,ap18,18,soep-core-1984-pe
soep-core,ap,ap19,19,soep-core-1984-pe
soep-core,ap,ap20,20,soep-core-1984-pe
soep-core,ap,ap21,21,soep-core-1984-pe
soep-core,ap,ap27,27,soep-core-1984-pe
soep-core,ap,ap2901,29,soep-core-1984-pe
soep-core,ap,ap2902,29,soep-core-1984-pe
soep-core,ap,ap2903,29,soep-core-1984-pe
soep-core,ap,ap2904,29,soep-core-1984-pe
soep-core,ap,ap2905,29,soep-core-1984-pe
soep-core,ap,ap2906,29,soep-core-1984-pe
soep-core,ap,ap3902,39,soep-core-1984-pe
soep-core,ap,ap3904,39,soep-core-1984-pe
soep-core,ap,ap3906,39,soep-core-1984-pe
soep-core,ap,ap3908,39,soep-core-1984-pe
soep-core,ap,ap3910,39,soep-core-1984-pe
soep-core,ap,ap4002,40,soep-core-1984-pe
soep-core,ap,ap4004,40,soep-core-1984-pe
soep-core,ap,ap47a01,47,soep-core-1984-pe
soep-core,ap,ap47a02,47,soep-core-1984-pe
soep-core,ap,ap47a03,47,soep-core-1984-pe
soep-core,ap,ap47a04,47,soep-core-1984-pe
soep-core,ap,ap47a05,47,soep-core-1984-pe
soep-core,ap,ap47b01,47,soep-core-1984-pe
soep-core,ap,ap47b02,47,soep-core-1984-pe
soep-core,ap,ap47b03,47,soep-core-1984-pe
soep-core,ap,ap48,48,soep-core-1984-pe
soep-core,ap,ap6001,60,soep-core-1984-pe
soep-core,ap,ap62z,62,soep-core-1984-pe
soep-core,apausl,ap06a01,6,soep-core-1984-pe
soep-core,apausl,ap06a02,6,soep-core-1984-pe
soep-core,apausl,ap06b01,6,soep-core-1984-pe
soep-core,apausl,ap06b02,6,soep-core-1984-pe
soep-core,apausl,ap07a01,7,soep-core-1984-pe
soep-core,apausl,ap07a02,7,soep-core-1984-pe
soep-core,apausl,ap07a03,7,soep-core-1984-pe
soep-core,apausl,ap07a04,7,soep-core-1984-pe
