study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-core,bdp_mig,bdpm_p_145,,pjoba5,,,,,,false
soep-core,bdp_mig,bdpm_p_146,,pjoba6,,,,,,false
soep-core,bdp_mig,bdpm_p_152,,pfamst,,,,,,false
soep-core,bdp_mig,bdpm_p_15301,,pp1,,,,,,false
soep-core,bdp_mig,bdpm_p_15302,,pp2,,,,,,false
soep-core,bdp_mig,bdpm_p_15304,,ppnr,,,,,,false
soep-core,bdp_mig,bdpm_p_154,,pdbez1,,,,,,false
soep-core,bdp_mig,bdpm_p_155,,pdbez2,,,,,,false
soep-core,bdp_mig,bdpm_p_156,,pdbez3,,,,,,false
soep-core,bdp_mig,bdpm_p_157,,pdbez4,,,,,,false
soep-core,bdp_mig,bdpm_p_158,,pdbez5,,,,,,false
soep-core,bdp_mig,bdpm_p_159,,pdbez6,,,,,,false
soep-core,bdp_mig,bdpm_p_160,,pdbez7,,,,,,false
soep-core,bdp_mig,bdpm_p_16101,,pek01,,,,,,false
soep-core,bdp_mig,bdpm_p_16102,,pek011,,,,,,false
soep-core,bdp_mig,bdpm_p_16103,,pek02,,,,,,false
soep-core,bdp_mig,bdpm_p_16104,,pek021,,,,,,false
soep-core,bdp_mig,bdpm_p_16105,,pek03,,,,,,false
soep-core,bdp_mig,bdpm_p_16106,,pek031,,,,,,false
soep-core,bdp_mig,bdpm_p_16107,,pek04,,,,,,false
soep-core,bdp_mig,bdpm_p_16109,,pek05,,,,,,false
soep-core,bdp_mig,bdpm_p_16110,,pek051,,,,,,false
soep-core,bdp_mig,bdpm_p_16111,,pek07,,,,,,false
soep-core,bdp_mig,bdpm_p_16112,,pek071,,,,,,false
soep-core,bdp_mig,bdpm_p_16113,,pek20,,,,,,false
soep-core,bdp_mig,bdpm_p_16114,,pek201,,,,,,false
soep-core,bdp_mig,bdpm_p_16115,,pek21,,,,,,false
soep-core,bdp_mig,bdpm_p_16116,,pek211,,,,,,false
soep-core,bdp_mig,bdpm_p_16117,,pek22,,,,,,false
soep-core,bdp_mig,bdpm_p_16118,,pek221,,,,,,false
soep-core,bdp_mig,bdpm_p_16119,,pek18,,,,,,false
soep-core,bdp_mig,bdpm_p_16120,,pek181,,,,,,false
soep-core,bdp_mig,bdpm_p_16121,,pek08,,,,,,false
soep-core,bdp_mig,bdpm_p_16122,,pek081,,,,,,false
soep-core,bdp_mig,bdpm_p_16123,,pek09,,,,,,false
soep-core,bdp_mig,bdpm_p_16124,,pek091,,,,,,false
soep-core,bdp_mig,bdpm_p_16125,,pek11,,,,,,false
soep-core,bdp_mig,bdpm_p_16126,,pek111,,,,,,false
soep-core,bdp_mig,bdpm_p_16127,,pekno,,,,,,false
soep-core,bdp_mig,bdpm_p_162a01,,pvek01,,,,,,false
soep-core,bdp_mig,bdpm_p_162a02,,pvek011,,,,,,false
soep-core,bdp_mig,bdpm_p_162a03,,pvek012,,,,,,false
soep-core,bdp_mig,bdpm_p_162a04,,pvek013,,,,,,false
soep-core,bdp_mig,bdpm_p_162b01,,pvek02,,,,,,false
soep-core,bdp_mig,bdpm_p_162b02,,pvek021,,,,,,false
soep-core,bdp_mig,bdpm_p_162b03,,pvek022,,,,,,false
soep-core,bdp_mig,bdpm_p_162b04,,pvek023,,,,,,false
soep-core,bdp_mig,bdpm_p_162c01,,pvek03,,,,,,false
soep-core,bdp_mig,bdpm_p_162c02,,pvek031,,,,,,false
soep-core,bdp_mig,bdpm_p_162c03,,pvek032,,,,,,false
soep-core,bdp_mig,bdpm_p_162d01,,pvek04,,,,,,false
soep-core,bdp_mig,bdpm_p_162d02,,pvek041,,,,,,false
soep-core,bdp_mig,bdpm_p_162e01,,pvek05,,,,,,false
soep-core,bdp_mig,bdpm_p_162e02,,pvek051,,,,,,false
soep-core,bdp_mig,bdpm_p_162h01,,pvek06,,,,,,false
soep-core,bdp_mig,bdpm_p_162h02,,pvek061,,,,,,false
soep-core,bdp_mig,bdpm_p_162h03,,pvek062,,,,,,false
soep-core,bdp_mig,bdpm_p_162j01,,pvek08,,,,,,false
soep-core,bdp_mig,bdpm_p_162j02,,pvek081,,,,,,false
soep-core,bdp_mig,bdpm_p_162j03,,pvek082,,,,,,false
soep-core,bdp_mig,bdpm_p_162k01,,pvek09,,,,,,false
soep-core,bdp_mig,bdpm_p_162k02,,pvek091,,,,,,false
soep-core,bdp_mig,bdpm_p_162k03,,pvek092,,,,,,false
soep-core,bdp_mig,bdpm_p_162l01,,pvek10,,,,,,false
soep-core,bdp_mig,bdpm_p_162l02,,pvek101,,,,,,false
soep-core,bdp_mig,bdpm_p_162l03,,pvek102,,,,,,false
soep-core,bdp_mig,bdpm_p_162m01,,pvek11,,,,,,false
soep-core,bdp_mig,bdpm_p_162m02,,pvek111,,,,,,false
soep-core,bdp_mig,bdpm_p_162m03,,pvek112,,,,,,false
soep-core,bdp_mig,bdpm_p_162o01,,pvek13,,,,,,false
soep-core,bdp_mig,bdpm_p_162o02,,pvek131,,,,,,false
soep-core,bdp_mig,bdpm_p_162o03,,pvek132,,,,,,false
soep-core,bdp_mig,bdpm_p_162p01,,pvekno,,,,,,false
soep-core,bdp_mig,bdpm_p_162q01,,pvek07,,,,,,false
soep-core,bdp_mig,bdpm_p_162q02,,pvek071,,,,,,false
soep-core,bdp_mig,bdpm_p_162s01,,pvek19,,,,,,false
soep-core,bdp_mig,bdpm_p_162s02,,pvek191,,,,,,false
soep-core,bdp_mig,bdpm_p_162s03,,pvek192,,,,,,false
soep-core,bdp_mig,bdpm_p_162t01,,pvek18,,,,,,false
soep-core,bdp_mig,bdpm_p_162t02,,pvek181,,,,,,false
soep-core,bdp_mig,bdpm_p_162t03,,pvek182,,,,,,false
soep-core,bdp_mig,bdpm_p_16301,,pzus01,,,,,,false
soep-core,bdp_mig,bdpm_p_16302,,pzus011,,,,,,false
soep-core,bdp_mig,bdpm_p_16303,,pzus02,,,,,,false
soep-core,bdp_mig,bdpm_p_16304,,pzus021,,,,,,false
soep-core,bdp_mig,bdpm_p_16305,,pzus03,,,,,,false
soep-core,bdp_mig,bdpm_p_16306,,pzus031,,,,,,false
soep-core,bdp_mig,bdpm_p_16307,,pzus04,,,,,,false
soep-core,bdp_mig,bdpm_p_16308,,pzus041,,,,,,false
soep-core,bdp_mig,bdpm_p_16309,,pzus05,,,,,,false
soep-core,bdp_mig,bdpm_p_16310,,pzus051,,,,,,false
soep-core,bdp_mig,bdpm_p_16311,,pzus06,,,,,,false
soep-core,bdp_mig,bdpm_p_16312,,pzus061,,,,,,false
soep-core,bdp_mig,bdpm_p_16313,,pzus07,,,,,,false
soep-core,bdp_mig,bdpm_p_16401,,pzus11,,,,,,false
soep-core,bdp_mig,bdpm_p_16402,,pzus12,,,,,,false
soep-core,bdp_mig,bdpm_p_16501,,par1,,,,,,false
soep-core,bdp_mig,bdpm_p_16502,,pwr1,,,,,,false
soep-core,bdp_mig,bdpm_p_16503,,par2,,,,,,false
soep-core,bdp_mig,bdpm_p_16504,,pwr2,,,,,,false
soep-core,bdp_mig,bdpm_p_16505,,par5,,,,,,false
soep-core,bdp_mig,bdpm_p_16506,,pwr5,,,,,,false
soep-core,bdp_mig,bdpm_p_16507,,par6,,,,,,false
soep-core,bdp_mig,bdpm_p_16508,,pwr6,,,,,,false
soep-core,bdp_mig,bdpm_p_16509,,par7,,,,,,false
soep-core,bdp_mig,bdpm_p_16510,,pwr7,,,,,,false
soep-core,bdp_mig,bdpm_p_16511,,par4,,,,,,false
soep-core,bdp_mig,bdpm_p_16512,,pwr4,,,,,,false
soep-core,bdp_mig,bdpm_p_16513,,par3,,,,,,false
soep-core,bdp_mig,bdpm_p_16514,,pwr3,,,,,,false
soep-core,bdp_mig,bdpm_p_16515,,par8,,,,,,false
soep-core,bdp_mig,bdpm_p_16516,,pwr8,,,,,,false
soep-core,bdp_mig,bdpm_p_16519,,parka,,,,,,false
soep-core,bdp_mig,bdpm_p_16520,,pwrka,,,,,,false
soep-core,bdp_mig,bdpm_p_16601,,punt11,,,,,,false
soep-core,bdp_mig,bdpm_p_16602,,punt12,,,,,,false
soep-core,bdp_mig,bdpm_p_16603,,punt13,,,,,,false
soep-core,bdp_mig,bdpm_p_16604,,punt14,,,,,,false
soep-core,bdp_mig,bdpm_p_16605,,punt21,,,,,,false
soep-core,bdp_mig,bdpm_p_16606,,punt22,,,,,,false
soep-core,bdp_mig,bdpm_p_16607,,punt23,,,,,,false
soep-core,bdp_mig,bdpm_p_16608,,punt24,,,,,,false
soep-core,bdp_mig,bdpm_p_16609,,punt31,,,,,,false
soep-core,bdp_mig,bdpm_p_16610,,punt32,,,,,,false
soep-core,bdp_mig,bdpm_p_16611,,punt33,,,,,,false
soep-core,bdp_mig,bdpm_p_16612,,punt34,,,,,,false
soep-core,bdp_mig,bdpm_p_16613,,punt41,,,,,,false
soep-core,bdp_mig,bdpm_p_16614,,punt42,,,,,,false
soep-core,bdp_mig,bdpm_p_16615,,punt43,,,,,,false
soep-core,bdp_mig,bdpm_p_16616,,punt44,,,,,,false
soep-core,bdp_mig,bdpm_p_16617,,punt51,,,,,,false
soep-core,bdp_mig,bdpm_p_16618,,punt52,,,,,,false
soep-core,bdp_mig,bdpm_p_16619,,punt53,,,,,,false
soep-core,bdp_mig,bdpm_p_16620,,punt54,,,,,,false
soep-core,bdp_mig,bdpm_p_16621,,puntno,,,,,,false
soep-core,bdp_mig,bdpm_p_17001,,pzuf01,,,,,,false
soep-core,bdp_mig,bdpm_p_17002,,pzuf02,,,,,,false
soep-core,bdp_mig,bdpm_p_17003,,pzuf04,,,,,,false
soep-core,bdp_mig,bdpm_p_17004,,pzuf07,,,,,,false
soep-core,bdp_mig,bdpm_p_17005,,pzuf11,,,,,,false
soep-core,bdp_mig,bdpm_p_171,,pges01,,,,,,false
soep-core,bdp_mig,bdpm_p_17201,,pges14,,,,,,false
soep-core,bdp_mig,bdpm_p_17202,,pges15,,,,,,false
soep-core,bdp_mig,bdpm_p_17301,,pbeh1,,,,,,false
soep-core,bdp_mig,bdpm_p_17302,,pbeh2,,,,,,false
soep-core,bdp_mig,bdpm_p_174,,pkr4,,,,,,false
soep-core,bdp_mig,bdpm_p_17501,,pkr5,,,,,,false
soep-core,bdp_mig,bdpm_p_17502,,pkr6,,,,,,false
soep-core,bdp_mig,bdpm_p_17601,,pkr18,,,,,,false
soep-core,bdp_mig,bdpm_p_17602,,pkr19,,,,,,false
soep-core,bdp_mig,bdpm_p_17603,,pkr20,,,,,,false
soep-core,bdp_mig,bdpm_p_17604,,pkr21,,,,,,false
soep-core,bdp_mig,bdpm_p_17605,,pkr22,,,,,,false
soep-core,bdp_mig,bdpm_p_177,,pkv01,,,,,,false
soep-core,bdp_mig,bdpm_p_178,,pkv02,,,,,,false
soep-core,bdp_mig,bdpm_p_179,,pkv03,,,,,,false
soep-core,bdp_mig,bdpm_p_180,,ppol1,,,,,,false
soep-core,bdp_mig,bdpm_p_181,,ppol2,,,,,,false
soep-core,bdp_mig,bdpm_p_18201,,ppol3,,,,,,false
soep-core,bdp_mig,bdpm_p_18203,,ppol4,,,,,,false
soep-core,bdp_mig,bdpm_p_18301,,psor02,,,,,,false
soep-core,bdp_mig,bdpm_p_18302,,psor03,,,,,,false
soep-core,bdp_mig,bdpm_p_18303,,psor09,,,,,,false
soep-core,bdp_mig,bdpm_p_18304,,psor10,,,,,,false
soep-core,bdp_mig,bdpm_p_18401,,prel,,,,,,false
soep-core,bdp_mig,bdpm_p_185,,prelch,,,,,,false
soep-core,bdp_mig,bdpm_p_186,,prelis,,,,,,false
soep-core,bdp_mig,bdpm_p_187,,pglaub,,,,,,false
soep-core,bdp_mig,bdpm_p_188,,pbetanz,,,,,,false
soep-core,bdp_mig,bdpm_p_189,,pveran,,,,,,false
soep-core,bdp_mig,bdpm_p_19001,,pna14,,,,,,false
soep-core,bdp_mig,bdpm_p_19002,,pideu,,,,,,false
soep-core,bdp_mig,bdpm_p_191,,pna15,,,,,,false
soep-core,bdp_mig,bdpm_p_192,,prisk,,,,,,false
soep-core,bdp_mig,bdpm_p_19301,,pzule1,,,,,,false
soep-core,bdp_mig,bdpm_p_19302,,pzule3,,,,,,false
soep-core,bdp_mig,bdpm_p_19303,,pzule2,,,,,,false
soep-core,bdp_mig,bdpm_p_194,,pwdh,,,,,,false
soep-core,bdp_mig,bdpm_p_195,,psozv,,,,,,false
soep-core,bdp_mig,bdpm_p_3401,,pherb,,,,,,false
soep-core,bdp_mig,bdpm_p_3402,,pherba,,,,,,false
soep-core,bdp_mig,bdpm_p_35,,pheim,,,,,,false
soep-core,bdp_mig,bdpm_p_36,,pnat10,,,,,,false
soep-core,bdp_mig,bdpm_p_3701,,pnat11,,,,,,false
soep-core,bdp_mig,bdpm_p_3702,,pnat12,,,,,,false
soep-core,bdp_mig,bdpm_p_3703,,pnat13,,,,,,false
soep-core,bdp_mig,bdpm_p_3801,,pspzug1,,,,,,false
soep-core,bdp_mig,bdpm_p_3802,,pspzug2,,,,,,false
soep-core,bdp_mig,bdpm_p_3803,,pspzug3,,,,,,false
soep-core,bdp_mig,bdpm_p_39,,pspkurs,,,,,,false
soep-core,bdp_mig,bdpm_p_4001,,pmusp2,,,,,,false
soep-core,bdp_mig,bdpm_p_4002,,pmusp3,,,,,,false
soep-core,bdp_mig,bdpm_p_4003,,pmusp6,,,,,,false
soep-core,bdp_mig,bdpm_p_4104,,pmusp4,,,,,,false
soep-core,bdp_mig,bdpm_p_4105,,pmusp5,,,,,,false
soep-core,bdp_mig,bdpm_p_4106,,pmusp7,,,,,,false
soep-core,bdp_mig,bdpm_p_4201,,pspfr,,,,,,false
soep-core,bdp_mig,bdpm_p_4301,,pspfam,,,,,,false
soep-core,bdp_mig,bdpm_p_4302,,pspfreu,,,,,,false
soep-core,bdp_mig,bdpm_p_4303,,psparb,,,,,,false
soep-core,bdp_mig,bdpm_p_4401,,pher1,,,,,,false
soep-core,bdp_mig,bdpm_p_4402,,pher2,,,,,,false
soep-core,bdp_mig,bdpm_p_4501,,pher3,,,,,,false
soep-core,bdp_mig,bdpm_p_4502,,pher4,,,,,,false
soep-core,bdp_mig,bdpm_p_46,,pfreun1,,,,,,false
soep-core,bdp_mig,bdpm_p_47,,pna09,,,,,,false
soep-core,bdp_mig,bdpm_p_4801,,pna09b1,,,,,,false
soep-core,bdp_mig,bdpm_p_4802,,pna09b2,,,,,,false
soep-core,bdp_mig,bdpm_p_4803,,pna09b3,,,,,,false
soep-core,bdp_mig,bdpm_p_4804,,pna09b4,,,,,,false
soep-core,bdp_mig,bdpm_p_4805,,pna09b5,,,,,,false
soep-core,bdp_mig,bdpm_p_4806,,pna09b6,,,,,,false
soep-core,bdp_mig,bdpm_p_4807,,pna09b7,,,,,,false
soep-core,bdp_mig,bdpm_p_49,,pfreun2,,,,,,false
soep-core,bdp_mig,bdpm_p_5401,,pbsanz,,,,,,false
soep-core,bdp_mig,bdpm_p_5402,,pbsno,,,,,,false
soep-core,bdp_mig,bdpm_p_5501,,pbspos,,,,,,false
soep-core,bdp_mig,bdpm_p_5502,,pbsposa,,,,,,false
soep-core,bdp_mig,bdpm_p_78,,paus1,,,,,,false
soep-core,bdp_mig,bdpm_p_7901,,paus2,,,,,,false
soep-core,bdp_mig,bdpm_p_7902,,paus3,,,,,,false
soep-core,bdp_mig,bdpm_p_7903,,paus3a,,,,,,false
soep-core,bdp_mig,bdpm_p_7904,,paus3b,,,,,,false
soep-core,bdp_mig,bdpm_p_7905,,paus3c,,,,,,false
soep-core,bdp_mig,bdpm_p_7907,,paus4,,,,,,false
soep-core,bdp_mig,bdpm_p_7909,,paus5,,,,,,false
soep-core,bdp_mig,bdpm_p_7911,,pauska,,,,,,false
soep-core,bdp_mig,bdpm_p_98,,p7tag,,,,,,false
soep-core,bdp_mig,bdpm_p_99,,perz,,,,,,false
soep-core,bdp_mig,bdpm_pbuh1,,pbuh1,,,,,,false
soep-core,bdp_mig,bdpm_pbuh2,,pbuh2,,,,,,false
soep-core,bdp_mig,bdpm_pbuh3,,pbuh3,,,,,,false
soep-core,bdp_mig,bdpm_pbuh4,,pbuh4,,,,,,false
soep-core,bdp_mig,bdpm_pbuh5,,pbuh5,,,,,,false
soep-core,bdp_mig,bdpm_pbuh6,,pbuh6,,,,,,false
soep-core,bdp_mig,bdpm_pbuh7,,pbuh7,,,,,,false
soep-core,bdp_mig,bdpm_pbuh8,,pbuh8,,,,,,false
soep-core,bdp_mig,bdpm_pbuh9,,pbuh9,,,,,,false
soep-core,bdp_mig,bdpm_pdatmi,,pdatmi,,,,,,false
soep-core,bdp_mig,bdpm_pdatst,,pdatst,,,,,,false
soep-core,bdp_mig,bdpm_pdauer3,,pdauer3,,,,,,false
soep-core,bdp_mig,bdpm_pinta,,pform,,,,,,false
soep-core,bdp_mig,bdpm_pmonin,,pdatm,,,,,,false
soep-core,bdp_mig,bdpm_ptagin,,pdatt,,,,,,false
soep-core,bdp_mig,bdpnr,,pnr,,,,,,false
soep-core,bdp_mig,hhnr,,_cid,,,,,,false
soep-core,bdp_mig,hhnrakt,,_hid,,,,,,false
soep-core,bdp_mig,intid,,intid,,,,,,false
soep-core,bdp_mig,persnr,,_pid,,,,,,false
soep-core,bdp_mig,sample1,,sample1,,,,,,false
soep-core,bdp_mig,welle,,jahr,,,,,,false
soep-core,bdpage17,bdhhnr,,_hid,,,,,,false
soep-core,bdpage17,bdj10001,,item_5421,,,,,,false
soep-core,bdpage17,bdj10002,,item_5422,,,,,,false
soep-core,bdpage17,bdj101,,item_5423,,,,,,false
soep-core,bdpage17,bdj56,,item_5366,,,,,,false
soep-core,bdpage17,bdj57,,item_5367,,,,,,false
soep-core,bdpage17,bdj58,,item_5829,,,,,,false
soep-core,bdpage17,bdj5901,,item_7527,,,,,,false
soep-core,bdpage17,bdj5902,,item_7528,,,,,,false
soep-core,bdpage17,bdj5903,,item_7529,,,,,,false
soep-core,bdpage17,bdj5904,,item_7530,,,,,,false
soep-core,bdpage17,bdj5905,,item_7531,,,,,,false
soep-core,bdpage17,bdj5906,,item_7532,,,,,,false
soep-core,bdpage17,bdj5907,,item_7533,,,,,,false
soep-core,bdpage17,bdj5908,,item_7534,,,,,,false
soep-core,bdpage17,bdj5909,,item_7535,,,,,,false
soep-core,bdpage17,bdj5910,,item_7536,,,,,,false
soep-core,bdpage17,bdj5911,,item_7537,,,,,,false
soep-core,bdpage17,bdj5912,,item_7538,,,,,,false
soep-core,bdpage17,bdj6001,,item_5369,,,,,,false
soep-core,bdpage17,bdj6002,,item_5370,,,,,,false
soep-core,bdpage17,bdj61,,item_5371,,,,,,false
soep-core,bdpage17,bdj62,,item_5372,,,,,,false
soep-core,bdpage17,bdj63,,item_5373,,,,,,false
soep-core,bdpage17,bdj64,,item_5374,,,,,,false
soep-core,bdpage17,bdj65,,item_5375,,,,,,false
soep-core,bdpage17,bdj6601,,item_5376,,,,,,false
soep-core,bdpage17,bdj6602,,item_5377,,,,,,false
soep-core,bdpage17,bdj67,,item_5378,,,,,,false
soep-core,bdpage17,bdj68,,item_5379,,,,,,false
soep-core,bdpage17,bdj69,,item_7197,,,,,,false
soep-core,bdpage17,bdj70,,item_7198,,,,,,false
soep-core,bdpage17,bdj71,,item_5380,,,,,,false
soep-core,bdpage17,bdj72,,item_5381,,,,,,false
soep-core,bdpage17,bdj7301,,item_5382,,,,,,false
soep-core,bdpage17,bdj7302,,item_5383,,,,,,false
soep-core,bdpage17,bdj7303,,item_6459,,,,,,false
soep-core,bdpage17,bdj7304,,item_7539,,,,,,false
soep-core,bdpage17,bdj7305,,item_7540,,,,,,false
soep-core,bdpage17,bdj7306,,item_7541,,,,,,false
soep-core,bdpage17,bdj91,,item_5384,,,,,,false
soep-core,bdpage17,bdj9201,,item_5385,,,,,,false
soep-core,bdpage17,bdj9202,,item_5386,,,,,,false
soep-core,bdpage17,bdj9203,,item_5387,,,,,,false
soep-core,bdpage17,bdj9204,,item_5388,,,,,,false
soep-core,bdpage17,bdj9205,,item_5389,,,,,,false
soep-core,bdpage17,bdj9206,,item_5390,,,,,,false
soep-core,bdpage17,bdj9207,,item_5391,,,,,,false
soep-core,bdpage17,bdj9208,,item_5392,,,,,,false
soep-core,bdpage17,bdj9209,,item_5393,,,,,,false
soep-core,bdpage17,bdj9210,,item_5394,,,,,,false
soep-core,bdpage17,bdj9211,,item_5395,,,,,,false
soep-core,bdpage17,bdj9212,,item_5396,,,,,,false
soep-core,bdpage17,bdj9213,,item_5397,,,,,,false
soep-core,bdpage17,bdj9214,,item_5398,,,,,,false
soep-core,bdpage17,bdj9215,,item_5399,,,,,,false
soep-core,bdpage17,bdj9301,,item_5400,,,,,,false
soep-core,bdpage17,bdj9302,,item_5401,,,,,,false
soep-core,bdpage17,bdj9303,,item_5402,,,,,,false
soep-core,bdpage17,bdj9304,,item_5403,,,,,,false
soep-core,bdpage17,bdj9305,,item_5404,,,,,,false
soep-core,bdpage17,bdj9306,,item_5405,,,,,,false
soep-core,bdpage17,bdj9307,,item_5406,,,,,,false
soep-core,bdpage17,bdj9308,,item_5407,,,,,,false
soep-core,bdpage17,bdj9309,,item_5408,,,,,,false
soep-core,bdpage17,bdj9310,,item_5409,,,,,,false
soep-core,bdpage17,bdj9311,,item_5410,,,,,,false
soep-core,bdpage17,bdj9312,,item_5411,,,,,,false
soep-core,bdpage17,bdj9313,,item_5412,,,,,,false
soep-core,bdpage17,bdj9314,,item_5413,,,,,,false
soep-core,bdpage17,bdj9315,,item_5414,,,,,,false
soep-core,bdpage17,bdj9316,,item_5415,,,,,,false
soep-core,bdpage17,bdj9317,,item_6460,,,,,,false
soep-core,bdpage17,bdj95,,item_5416,,,,,,false
soep-core,bdpage17,bdj96,,item_5417,,,,,,false
soep-core,bdpage17,bdj97,,item_5418,,,,,,false
soep-core,bdpage17,bdj98,,item_5419,,,,,,false
soep-core,bdpage17,bdj99,,item_5420,,,,,,false
soep-core,bdpage17,hhnr,,_cid,,,,,,false
soep-core,bdpage17,hhnrakt,,_hid,,,,,,false
soep-core,bdpage17,persnr,,_pid,,,,,,false
soep-core,bdpage17,sample1,,sample1,,,,,,false
soep-core,bdpage17,welle,,jahr,,,,,,false
soep-core,bdpbrutto,bdabwesj,,abwesj,,,,,,false
soep-core,bdpbrutto,bdabwesm,,abwesm,,,,,,false
soep-core,bdpbrutto,bdauszugj,,auszugj,,,,,,false
soep-core,bdpbrutto,bdauszugm,,auszugm,,,,,,false
soep-core,bdpbrutto,bdbefstat,,befstat,,,,,,false
soep-core,bdpbrutto,bddj,,dj,,,,,,false
soep-core,bdpbrutto,bdeinzugj,,einzugj,,,,,,false
soep-core,bdpbrutto,bdeinzugm,,einzugm,,,,,,false
soep-core,bdpbrutto,bdewstatu,,ewstatu,,,,,,false
soep-core,bdpbrutto,bdgeburt,,geburt,,,,,,false
soep-core,bdpbrutto,bdhhnr,,_hid,,,,,,false
soep-core,bdpbrutto,bdhhnrold,,hhnrold,,,,,,false
soep-core,bdpbrutto,bdlint,,lint,,,,,,false
soep-core,bdpbrutto,bdluecke,,luecke,,,,,,false
soep-core,bdpbrutto,bdpader,,pader,,,,,,false
soep-core,bdpbrutto,bdpaderq,,paderq,,,,,,false
soep-core,bdpbrutto,bdpbio,,pbio,,,,,,false
soep-core,bdpbrutto,bdperg,,perg,,,,,,false
soep-core,bdpbrutto,bdpergz,,pergz,,,,,,false
soep-core,bdpbrutto,bdpergzv,,pergzv,,,,,,false
soep-core,bdpbrutto,bdpform,,pform,,,,,,false
soep-core,bdpbrutto,bdpformv,,pformv,,,,,,false
soep-core,bdpbrutto,bdpnat,,pnat,,,,,,false
soep-core,bdpbrutto,bdpnrakt,,pnrakt,,,,,,false
soep-core,bdpbrutto,bdpnrold,,pnrold,,,,,,false
soep-core,bdpbrutto,bdpzug,,pzug,,,,,,false
soep-core,bdpbrutto,bdpzugv,,pzugv,,,,,,false
soep-core,bdpbrutto,bdsex,,sex,,,,,,false
soep-core,bdpbrutto,bdstell,,stell,,,,,,false
soep-core,bdpbrutto,bdstistat,,stistat,,,,,,false
soep-core,bdpbrutto,bdzupan,,zupan,,,,,,false
soep-core,bdpbrutto,hhnr,,_cid,,,,,,false
soep-core,bdpbrutto,hhnrakt,,_hid,,,,,,false
soep-core,bdpbrutto,persnr,,_pid,,,,,,false
soep-core,bdpbrutto,sample1,,sample1,,,,,,false
soep-core,bdpequiv,adchb13,,_pequiv_adchb,,,,,,false
soep-core,bdpequiv,alg213,,_pequiv_alg2,,,,,,false
soep-core,bdpequiv,bdhhnr,,_hid,,,,,,false
soep-core,bdpequiv,chspt13,,_pequiv_chspt,,,,,,false
soep-core,bdpequiv,d1110113,,_pequiv_d11101,,,,,,false
soep-core,bdpequiv,d11102ll,,_pequiv_d11102ll,,,,,,false
soep-core,bdpequiv,d1110313,,_pequiv_d11103,,,,,,false
soep-core,bdpequiv,d1110413,,_pequiv_d11104,,,,,,false
soep-core,bdpequiv,d1110513,,_pequiv_d11105,,,,,,false
soep-core,bdpequiv,d1110613,,_pequiv_d11106,,,,,,false
soep-core,bdpequiv,d1110713,,_pequiv_d11107,,,,,,false
soep-core,bdpequiv,d1110813,,_pequiv_d11108,,,,,,false
soep-core,bdpequiv,d1110913,,_pequiv_d11109,,,,,,false
soep-core,bdpequiv,d11112ll,,_pequiv_d11112ll,,,,,,false
soep-core,bdpequiv,divdy13,,_pequiv_divdy,,,,,,false
soep-core,bdpequiv,e1110113,,_pequiv_e11101,,,,,,false
soep-core,bdpequiv,e1110213,,_pequiv_e11102,,,,,,false
soep-core,bdpequiv,e1110313,,_pequiv_e11103,,,,,,false
soep-core,bdpequiv,e1110413,,_pequiv_e11104,,,,,,false
soep-core,bdpequiv,e1110513,,_pequiv_e11105,,,,,,false
soep-core,bdpequiv,e1110613,,_pequiv_e11106,,,,,,false
soep-core,bdpequiv,e1110713,,_pequiv_e11107,,,,,,false
soep-core,bdpequiv,e1120113,,_pequiv_e11201,,,,,,false
soep-core,bdpequiv,f13ly13,,_pequiv_f13ly,,,,,,false
soep-core,bdpequiv,f14ly13,,_pequiv_f14ly,,,,,,false
soep-core,bdpequiv,fachm13,,_pequiv_fachm,,,,,,false
soep-core,bdpequiv,falg213,,_pequiv_falg2,,,,,,false
soep-core,bdpequiv,falim13,,_pequiv_falim,,,,,,false
soep-core,bdpequiv,fchspt13,,_pequiv_fchspt,,,,,,false
soep-core,bdpequiv,fcomp13,,_pequiv_fcomp,,,,,,false
soep-core,bdpequiv,fdchb13,,_pequiv_fdchb,,,,,,false
soep-core,bdpequiv,fdemy13,,_pequiv_fdemy,,,,,,false
soep-core,bdpequiv,fdivdy13,,_pequiv_fdivdy,,,,,,false
soep-core,bdpequiv,felse13,,_pequiv_felse,,,,,,false
soep-core,bdpequiv,feret13,,_pequiv_feret,,,,,,false
soep-core,bdpequiv,fgray13,,_pequiv_fgray,,,,,,false
soep-core,bdpequiv,fgrv113,,_pequiv_fgrv1,,,,,,false
soep-core,bdpequiv,fgrv213,,_pequiv_fgrv2,,,,,,false
soep-core,bdpequiv,fholy13,,_pequiv_fholy,,,,,,false
soep-core,bdpequiv,fhouse13,,_pequiv_fhouse,,,,,,false
soep-core,bdpequiv,fhsup13,,_pequiv_fhsup,,,,,,false
soep-core,bdpequiv,fjob113,,_pequiv_fjob1,,,,,,false
soep-core,bdpequiv,fjob213,,_pequiv_fjob2,,,,,,false
soep-core,bdpequiv,flossc13,,_pequiv_flossc,,,,,,false
soep-core,bdpequiv,flossr13,,_pequiv_flossr,,,,,,false
soep-core,bdpequiv,fmaty13,,_pequiv_fmaty,,,,,,false
soep-core,bdpequiv,fmilt13,,_pequiv_fmilt,,,,,,false
