study,instrument,question,item,dataset,variable,concept
soep-core,soep-core-2009-pe,157,,P09_A-H_g,pverzu,pverzu
soep-core,soep-core-2009-pe,157,pzule1,P09_A-H_g,pzule1,pzule1
soep-core,soep-core-2009-pe,157,pzule2,P09_A-H_g,pzule2,pzule2
soep-core,soep-core-2009-pe,16,,P09_A-H_g,pnerw09,pnerw09
soep-core,soep-core-2009-pe,17,,P09_A-H_g,pnerw10,pnerw10
soep-core,soep-core-2009-pe,18,,P09_A-H_g,pverm1,pverm1
soep-core,soep-core-2009-pe,18,pverm2,P09_A-H_g,pverm2,pverm2
soep-core,soep-core-2009-pe,19,,P09_A-H_g,pnerw06,pnerw06
soep-core,soep-core-2009-pe,2,,P09_A-H_g,psoka,
soep-core,soep-core-2009-pe,2,,P09_A-H_g,pwerkka,
soep-core,soep-core-2009-pe,2,,P09_A-H_g,psaka,
soep-core,soep-core-2009-pe,2,psa1,P09_A-H_g,psa1,psa1
soep-core,soep-core-2009-pe,2,psa2,P09_A-H_g,psa2,psa2
soep-core,soep-core-2009-pe,2,psa3,P09_A-H_g,psa3,psa3
soep-core,soep-core-2009-pe,2,psa4,P09_A-H_g,psa4,psa4
soep-core,soep-core-2009-pe,2,psa5,P09_A-H_g,psa5,psa5
soep-core,soep-core-2009-pe,2,psa6,P09_A-H_g,psa6,psa6
soep-core,soep-core-2009-pe,2,psa7,P09_A-H_g,psa7,psa7
soep-core,soep-core-2009-pe,2,psa8,P09_A-H_g,psa8,psa8
soep-core,soep-core-2009-pe,2,pso1,P09_A-H_g,pso1,pso1
soep-core,soep-core-2009-pe,2,pso2,P09_A-H_g,pso2,pso2
soep-core,soep-core-2009-pe,2,pso3,P09_A-H_g,pso3,pso3
soep-core,soep-core-2009-pe,2,pso4,P09_A-H_g,pso4,pso4
soep-core,soep-core-2009-pe,2,pso5,P09_A-H_g,pso5,pso5
soep-core,soep-core-2009-pe,2,pso6,P09_A-H_g,pso6,pso6
soep-core,soep-core-2009-pe,2,pso7,P09_A-H_g,pso7,pso7
soep-core,soep-core-2009-pe,2,pso8,P09_A-H_g,pso8,pso8
soep-core,soep-core-2009-pe,2,pwerk1,P09_A-H_g,pwerk1,pwerk1
soep-core,soep-core-2009-pe,2,pwerk2,P09_A-H_g,pwerk2,pwerk2
soep-core,soep-core-2009-pe,2,pwerk3,P09_A-H_g,pwerk3,pwerk3
soep-core,soep-core-2009-pe,2,pwerk4,P09_A-H_g,pwerk4,pwerk4
soep-core,soep-core-2009-pe,2,pwerk5,P09_A-H_g,pwerk5,pwerk5
soep-core,soep-core-2009-pe,2,pwerk6,P09_A-H_g,pwerk6,pwerk6
soep-core,soep-core-2009-pe,2,pwerk7,P09_A-H_g,pwerk7,pwerk7
soep-core,soep-core-2009-pe,2,pwerk8,P09_A-H_g,pwerk8,pwerk8
soep-core,soep-core-2009-pe,20,,P09_A-H_g,pnerw05,pnerw05
soep-core,soep-core-2009-pe,21,pnerw11,P09_A-H_g,pnerw11,pnerw11
soep-core,soep-core-2009-pe,21,pnerw12,P09_A-H_g,pnerw12,pnerw12
soep-core,soep-core-2009-pe,21,pnerw13,P09_A-H_g,pnerw13,pnerw13
soep-core,soep-core-2009-pe,22,,P09_A-H_g,pwexl1,pwexl1
soep-core,soep-core-2009-pe,23,,P09_A-H_g,pwexlka,
soep-core,soep-core-2009-pe,23,pwexl2,P09_A-H_g,pwexl2,pwexl2
soep-core,soep-core-2009-pe,23,pwexl3,P09_A-H_g,pwexl3,pwexl3
soep-core,soep-core-2009-pe,24,,P09_A-H_g,pwexl4,pwexl4
soep-core,soep-core-2009-pe,24,pwexl5,P09_A-H_g,pwexl5,pwexl5
soep-core,soep-core-2009-pe,25,,P09_A-H_g,pvergl9,pvergl9
soep-core,soep-core-2009-pe,26,,P09_A-H_g,psuch1,psuch1
soep-core,soep-core-2009-pe,27,,P09_A-H_g,psuch2,psuch2
soep-core,soep-core-2009-pe,28,,P09_A-H_g,pverm3,pverm3
soep-core,soep-core-2009-pe,28,pverm4,P09_A-H_g,pverm4,pverm4
soep-core,soep-core-2009-pe,29,,P09_A-H_g,pber,pber
soep-core,soep-core-2009-pe,3,pfz1,P09_A-H_g,pfz1,pfz1
soep-core,soep-core-2009-pe,3,pfz2,P09_A-H_g,pfz2,pfz2
soep-core,soep-core-2009-pe,3,pfz3,P09_A-H_g,pfz3,pfz3
soep-core,soep-core-2009-pe,3,pfz4,P09_A-H_g,pfz4,pfz4
soep-core,soep-core-2009-pe,3,pfz5,P09_A-H_g,pfz5,pfz5
soep-core,soep-core-2009-pe,3,pfz6,P09_A-H_g,pfz6,pfz6
soep-core,soep-core-2009-pe,3,pfz7,P09_A-H_g,pfz7,pfz7
soep-core,soep-core-2009-pe,3,pfz8,P09_A-H_g,pfz8,pfz8
soep-core,soep-core-2009-pe,3,pfz9,P09_A-H_g,pfz9,pfz9
soep-core,soep-core-2009-pe,30,,P09_A-H_g,pberja,pberja
soep-core,soep-core-2009-pe,31,,P09_A-H_g,pberaus,pberaus
soep-core,soep-core-2009-pe,32,,P09_A-H_g,peinka,
soep-core,soep-core-2009-pe,32,peinar1,P09_A-H_g,peinar1,peinar1
soep-core,soep-core-2009-pe,32,peinar2,P09_A-H_g,peinar2,peinar2
soep-core,soep-core-2009-pe,32,peinar3,P09_A-H_g,peinar3,peinar3
soep-core,soep-core-2009-pe,33,,P09_A-H_g,poed,poed
soep-core,soep-core-2009-pe,34,,P09_A-H_g,pbra,pbra
soep-core,soep-core-2009-pe,35,,P09_A-H_g,pgesunt,pgesunt
soep-core,soep-core-2009-pe,36,,P09_A-H_g,pzahl,pzahl
soep-core,soep-core-2009-pe,37,pzahl2,P09_A-H_g,pzahl2,pzahl2
soep-core,soep-core-2009-pe,38,pseitj,P09_A-H_g,pseitj,pseitj
soep-core,soep-core-2009-pe,38,pseitm,P09_A-H_g,pseitm,pseitm
soep-core,soep-core-2009-pe,39,,P09_A-H_g,pzaf,pzaf
soep-core,soep-core-2009-pe,4,,P09_A-H_g,p7tag,p7tag
soep-core,soep-core-2009-pe,40,,P09_A-H_g,pbefr1,pbefr1
soep-core,soep-core-2009-pe,41,,P09_A-H_g,pbefr2,pbefr2
soep-core,soep-core-2009-pe,42,,P09_A-H_g,pberka,
soep-core,soep-core-2009-pe,42,pamt,P09_A-H_g,pamt,pamt
soep-core,soep-core-2009-pe,42,pang,P09_A-H_g,pang,pang
soep-core,soep-core-2009-pe,42,parb,P09_A-H_g,parb,parb
soep-core,soep-core-2009-pe,42,pazubi,P09_A-H_g,pazubi,pazubi
soep-core,soep-core-2009-pe,42,psst1,P09_A-H_g,psst1,psst1
soep-core,soep-core-2009-pe,42,psst2,P09_A-H_g,psst2,psst2
soep-core,soep-core-2009-pe,42,psst3,P09_A-H_g,psst3,psst3
soep-core,soep-core-2009-pe,42,psst4,P09_A-H_g,psst4,psst4
soep-core,soep-core-2009-pe,43,,P09_A-H_g,pvor1,pvor1
soep-core,soep-core-2009-pe,44,pvor2,P09_A-H_g,pvor2,pvor2
soep-core,soep-core-2009-pe,45,,P09_A-H_g,pvor3,pvor3
soep-core,soep-core-2009-pe,46,,P09_A-H_g,pverl,pverl
soep-core,soep-core-2009-pe,47,,P09_A-H_g,precht01,precht01
soep-core,soep-core-2009-pe,48,precht04,P09_A-H_g,precht04,precht04
soep-core,soep-core-2009-pe,48,precht05,P09_A-H_g,precht05,precht05
soep-core,soep-core-2009-pe,49,precht02,P09_A-H_g,precht02,precht02
soep-core,soep-core-2009-pe,49,precht03,P09_A-H_g,precht03,precht03
soep-core,soep-core-2009-pe,5,,P09_A-H_g,perz,perz
soep-core,soep-core-2009-pe,50,,P09_A-H_g,pwohn2,pwohn2
soep-core,soep-core-2009-pe,51,,P09_A-H_g,pwohn1,pwohn1
soep-core,soep-core-2009-pe,52,,P09_A-H_g,pwohn3,pwohn3
soep-core,soep-core-2009-pe,53,,P09_A-H_g,pwohn5,pwohn5
soep-core,soep-core-2009-pe,53,pwohn4,P09_A-H_g,pwohn4,pwohn4
soep-core,soep-core-2009-pe,54,paz01,P09_A-H_g,paz01,paz01
soep-core,soep-core-2009-pe,54,paz02,P09_A-H_g,paz02,paz02
soep-core,soep-core-2009-pe,55,paz03,P09_A-H_g,paz03,paz03
soep-core,soep-core-2009-pe,55,paz04,P09_A-H_g,paz04,paz04
soep-core,soep-core-2009-pe,56,,P09_A-H_g,preg,preg
soep-core,soep-core-2009-pe,57,,P09_A-H_g,phaus1,phaus1
soep-core,soep-core-2009-pe,57,phaus2,P09_A-H_g,phaus2,phaus2
soep-core,soep-core-2009-pe,58,,P09_A-H_g,phaus3,phaus3
soep-core,soep-core-2009-pe,59,paz15,P09_A-H_g,paz15,paz15
soep-core,soep-core-2009-pe,59,paz16,P09_A-H_g,paz16,paz16
soep-core,soep-core-2009-pe,6,,P09_A-H_g,palo,palo
soep-core,soep-core-2009-pe,60,paz17,P09_A-H_g,paz17,paz17
soep-core,soep-core-2009-pe,60,paz18,P09_A-H_g,paz18,paz18
soep-core,soep-core-2009-pe,61,paz08,P09_A-H_g,paz08,paz08
soep-core,soep-core-2009-pe,61,paz09,P09_A-H_g,paz09,paz09
soep-core,soep-core-2009-pe,62,,P09_A-H_g,paz10,paz10
soep-core,soep-core-2009-pe,63,,P09_A-H_g,paz12,paz12
soep-core,soep-core-2009-pe,63,,P09_A-H_g,paz11,paz11
soep-core,soep-core-2009-pe,64,,P09_A-H_g,palt1,palt1
soep-core,soep-core-2009-pe,65,palt2,P09_A-H_g,palt2,palt2
soep-core,soep-core-2009-pe,66,pver01,P09_A-H_g,pver01,pver01
soep-core,soep-core-2009-pe,66,pver02,P09_A-H_g,pver02,pver02
soep-core,soep-core-2009-pe,66,pver03,P09_A-H_g,pver03,pver03
soep-core,soep-core-2009-pe,66,pver04,P09_A-H_g,pver04,pver04
soep-core,soep-core-2009-pe,66,pver05,P09_A-H_g,pver05,pver05
soep-core,soep-core-2009-pe,66,pver06,P09_A-H_g,pver06,pver06
soep-core,soep-core-2009-pe,66,pver07,P09_A-H_g,pver07,pver07
soep-core,soep-core-2009-pe,66,pver08,P09_A-H_g,pver08,pver08
soep-core,soep-core-2009-pe,66,pver09,P09_A-H_g,pver09,pver09
soep-core,soep-core-2009-pe,66,pver10,P09_A-H_g,pver10,pver10
soep-core,soep-core-2009-pe,66,pver11,P09_A-H_g,pver11,pver11
soep-core,soep-core-2009-pe,67,paz14,P09_A-H_g,paz14,paz14
soep-core,soep-core-2009-pe,68,,P09_A-H_g,pustd1,pustd1
soep-core,soep-core-2009-pe,69,,P09_A-H_g,pustd2,pustd2
soep-core,soep-core-2009-pe,69,pustd3,P09_A-H_g,pustd3,pustd3
soep-core,soep-core-2009-pe,7,,P09_A-H_g,paus1,paus1
soep-core,soep-core-2009-pe,70,,P09_A-H_g,pustd4,pustd4
soep-core,soep-core-2009-pe,71,,P09_A-H_g,pustd5,pustd5
soep-core,soep-core-2009-pe,71,pustd6,P09_A-H_g,pustd6,pustd6
soep-core,soep-core-2009-pe,71,pustd7,P09_A-H_g,pustd7,pustd7
soep-core,soep-core-2009-pe,72,pbrut,P09_A-H_g,pbrut,pbrut
soep-core,soep-core-2009-pe,72,pnett,P09_A-H_g,pnett,pnett
soep-core,soep-core-2009-pe,73,pjob01,P09_A-H_g,pjob01,pjob01
soep-core,soep-core-2009-pe,73,pjob02,P09_A-H_g,pjob02,pjob02
soep-core,soep-core-2009-pe,73,pjob03,P09_A-H_g,pjob03,pjob03
soep-core,soep-core-2009-pe,73,pjobno,P09_A-H_g,pjobno,pjobno
soep-core,soep-core-2009-pe,74,,P09_A-H_g,pjobx,pjobx
soep-core,soep-core-2009-pe,75,pjob12,P09_A-H_g,pjob12,pjob12
soep-core,soep-core-2009-pe,76,pjob13,P09_A-H_g,pjob13,pjob13
soep-core,soep-core-2009-pe,77,pjob14,P09_A-H_g,pjob14,pjob14
soep-core,soep-core-2009-pe,78,pjob15,P09_A-H_g,pjob15,pjob15
soep-core,soep-core-2009-pe,79,pek01,P09_A-H_g,pek01,pek01
soep-core,soep-core-2009-pe,79,pek011,P09_A-H_g,pek011,pek011
soep-core,soep-core-2009-pe,79,pek02,P09_A-H_g,pek02,pek02
soep-core,soep-core-2009-pe,79,pek021,P09_A-H_g,pek021,pek021
soep-core,soep-core-2009-pe,79,pek03,P09_A-H_g,pek03,pek03
soep-core,soep-core-2009-pe,79,pek031,P09_A-H_g,pek031,pek031
soep-core,soep-core-2009-pe,79,pek04,P09_A-H_g,pek04,pek04
soep-core,soep-core-2009-pe,79,pek05,P09_A-H_g,pek05,pek05
soep-core,soep-core-2009-pe,79,pek051,P09_A-H_g,pek051,pek051
soep-core,soep-core-2009-pe,79,pek06,P09_A-H_g,pek06,pek06
soep-core,soep-core-2009-pe,79,pek061,P09_A-H_g,pek061,pek061
soep-core,soep-core-2009-pe,79,pek07,P09_A-H_g,pek07,pek07
soep-core,soep-core-2009-pe,79,pek071,P09_A-H_g,pek071,pek071
soep-core,soep-core-2009-pe,79,pek08,P09_A-H_g,pek08,pek08
soep-core,soep-core-2009-pe,79,pek081,P09_A-H_g,pek081,pek081
soep-core,soep-core-2009-pe,79,pek09,P09_A-H_g,pek09,pek09
soep-core,soep-core-2009-pe,79,pek091,P09_A-H_g,pek091,pek091
soep-core,soep-core-2009-pe,79,pek10,P09_A-H_g,pek10,pek10
soep-core,soep-core-2009-pe,79,pek101,P09_A-H_g,pek101,pek101
soep-core,soep-core-2009-pe,79,pek11,P09_A-H_g,pek11,pek11
soep-core,soep-core-2009-pe,79,pek111,P09_A-H_g,pek111,pek111
soep-core,soep-core-2009-pe,79,pekno,P09_A-H_g,pekno,pekno
soep-core,soep-core-2009-pe,8,,P09_A-H_g,pauska,
soep-core,soep-core-2009-pe,8,paus2,P09_A-H_g,paus2,paus2
soep-core,soep-core-2009-pe,8,paus3,P09_A-H_g,paus3,paus3
soep-core,soep-core-2009-pe,8,paus3a,P09_A-H_g,paus3a,paus3a
soep-core,soep-core-2009-pe,8,paus3so,P09_A-H_g,paus3so,paus3so
soep-core,soep-core-2009-pe,8,paus4,P09_A-H_g,paus4,paus4
soep-core,soep-core-2009-pe,8,paus4so,P09_A-H_g,paus4so,paus4so
soep-core,soep-core-2009-pe,8,paus5,P09_A-H_g,paus5,paus5
soep-core,soep-core-2009-pe,8,paus5so,P09_A-H_g,paus5so,paus5so
soep-core,soep-core-2009-pe,80,,P09_A-H_g,pabka1,
soep-core,soep-core-2009-pe,80,,P09_A-H_g,pab1,pab1
soep-core,soep-core-2009-pe,80,pab2,P09_A-H_g,pab2,pab2
soep-core,soep-core-2009-pe,80,pab3,P09_A-H_g,pab3,pab3
soep-core,soep-core-2009-pe,81,,P09_A-H_g,pab4,pab4
soep-core,soep-core-2009-pe,82,,P09_A-H_g,pab4a,pab4a
soep-core,soep-core-2009-pe,83,,P09_A-H_g,pab6nr1,
soep-core,soep-core-2009-pe,83,,P09_A-H_g,pab7nr,
soep-core,soep-core-2009-pe,83,,P09_A-H_g,pabka2,
soep-core,soep-core-2009-pe,83,,P09_A-H_g,pab6nr2,
soep-core,soep-core-2009-pe,83,pab5,P09_A-H_g,pab5,pab5
soep-core,soep-core-2009-pe,83,pab5so,P09_A-H_g,pab5so,pab5so
soep-core,soep-core-2009-pe,83,pab6,P09_A-H_g,pab6,pab6
soep-core,soep-core-2009-pe,83,pab6x1,P09_A-H_g,pab6x1,pab6x1
soep-core,soep-core-2009-pe,83,pab6x2,P09_A-H_g,pab6x2,pab6x2
soep-core,soep-core-2009-pe,83,pab7,P09_A-H_g,pab7,pab7
soep-core,soep-core-2009-pe,83,pab7x,P09_A-H_g,pab7x,pab7x
soep-core,soep-core-2009-pe,84,,P09_A-H_g,pend1,pend1
soep-core,soep-core-2009-pe,85,,P09_A-H_g,pendka,pendka
soep-core,soep-core-2009-pe,85,pend2,P09_A-H_g,pend2,pend2
soep-core,soep-core-2009-pe,85,pend3,P09_A-H_g,pend3,pend3
soep-core,soep-core-2009-pe,86,pend4,P09_A-H_g,pend4,pend4
soep-core,soep-core-2009-pe,86,pend5,P09_A-H_g,pend5,pend5
soep-core,soep-core-2009-pe,87,,P09_A-H_g,pend6,pend6
soep-core,soep-core-2009-pe,88,,P09_A-H_g,pend7,pend7
soep-core,soep-core-2009-pe,88,pend8,P09_A-H_g,pend8,pend8
soep-core,soep-core-2009-pe,89,,P09_A-H_g,pend9,pend9
soep-core,soep-core-2009-pe,9,,P09_A-H_g,perw,perw
soep-core,soep-core-2009-pe,90,pkal01,P09_A-H_g,pkal01,pkal01
soep-core,soep-core-2009-pe,90,pkal02,P09_A-H_g,pkal02,pkal02
soep-core,soep-core-2009-pe,90,pkal03,P09_A-H_g,pkal03,pkal03
soep-core,soep-core-2009-pe,90,pkal04,P09_A-H_g,pkal04,pkal04
soep-core,soep-core-2009-pe,90,pkal05,P09_A-H_g,pkal05,pkal05
soep-core,soep-core-2009-pe,90,pkal06,P09_A-H_g,pkal06,pkal06
soep-core,soep-core-2009-pe,90,pkal07,P09_A-H_g,pkal07,pkal07
soep-core,soep-core-2009-pe,90,pkal08,P09_A-H_g,pkal08,pkal08
soep-core,soep-core-2009-pe,90,pkal09,P09_A-H_g,pkal09,pkal09
soep-core,soep-core-2009-pe,90,pkal09a,P09_A-H_g,pkal09a,pkal09a
soep-core,soep-core-2009-pe,90,pkal10,P09_A-H_g,pkal10,pkal10
soep-core,soep-core-2009-pe,90,pkal11,P09_A-H_g,pkal11,pkal11
soep-core,soep-core-2009-pe,90,pkal12,P09_A-H_g,pkal12,pkal12
soep-core,soep-core-2009-pe,90,pkalso,P09_A-H_g,pkalso,pkalso
soep-core,soep-core-2009-pe,91,,P09_A-H_g,pvek023,pvek023
soep-core,soep-core-2009-pe,91,,P09_A-H_g,pvek013,pvek013
soep-core,soep-core-2009-pe,91,pvek01,P09_A-H_g,pvek01,pvek01
soep-core,soep-core-2009-pe,91,pvek011,P09_A-H_g,pvek011,pvek011
soep-core,soep-core-2009-pe,91,pvek012,P09_A-H_g,pvek012,pvek012
soep-core,soep-core-2009-pe,91,pvek02,P09_A-H_g,pvek02,pvek02
soep-core,soep-core-2009-pe,91,pvek021,P09_A-H_g,pvek021,pvek021
soep-core,soep-core-2009-pe,91,pvek022,P09_A-H_g,pvek022,pvek022
soep-core,soep-core-2009-pe,91,pvek03,P09_A-H_g,pvek03,pvek03
soep-core,soep-core-2009-pe,91,pvek031,P09_A-H_g,pvek031,pvek031
soep-core,soep-core-2009-pe,91,pvek032,P09_A-H_g,pvek032,pvek032
soep-core,soep-core-2009-pe,91,pvek04,P09_A-H_g,pvek04,pvek04
soep-core,soep-core-2009-pe,91,pvek041,P09_A-H_g,pvek041,pvek041
soep-core,soep-core-2009-pe,91,pvek05,P09_A-H_g,pvek05,pvek05
soep-core,soep-core-2009-pe,91,pvek051,P09_A-H_g,pvek051,pvek051
soep-core,soep-core-2009-pe,91,pvek06,P09_A-H_g,pvek06,pvek06
soep-core,soep-core-2009-pe,91,pvek061,P09_A-H_g,pvek061,pvek061
soep-core,soep-core-2009-pe,91,pvek062,P09_A-H_g,pvek062,pvek062
soep-core,soep-core-2009-pe,91,pvek07,P09_A-H_g,pvek07,pvek07
soep-core,soep-core-2009-pe,91,pvek071,P09_A-H_g,pvek071,pvek071
soep-core,soep-core-2009-pe,91,pvek08,P09_A-H_g,pvek08,pvek08
soep-core,soep-core-2009-pe,91,pvek081,P09_A-H_g,pvek081,pvek081
soep-core,soep-core-2009-pe,91,pvek082,P09_A-H_g,pvek082,pvek082
soep-core,soep-core-2009-pe,91,pvek09,P09_A-H_g,pvek09,pvek09
soep-core,soep-core-2009-pe,91,pvek091,P09_A-H_g,pvek091,pvek091
soep-core,soep-core-2009-pe,91,pvek092,P09_A-H_g,pvek092,pvek092
soep-core,soep-core-2009-pe,91,pvek10,P09_A-H_g,pvek10,pvek10
soep-core,soep-core-2009-pe,91,pvek101,P09_A-H_g,pvek101,pvek101
soep-core,soep-core-2009-pe,91,pvek102,P09_A-H_g,pvek102,pvek102
soep-core,soep-core-2009-pe,91,pvek11,P09_A-H_g,pvek11,pvek11
soep-core,soep-core-2009-pe,91,pvek111,P09_A-H_g,pvek111,pvek111
soep-core,soep-core-2009-pe,91,pvek112,P09_A-H_g,pvek112,pvek112
soep-core,soep-core-2009-pe,91,pvek12,P09_A-H_g,pvek12,pvek12
soep-core,soep-core-2009-pe,91,pvek121,P09_A-H_g,pvek121,pvek121
soep-core,soep-core-2009-pe,91,pvek122,P09_A-H_g,pvek122,pvek122
soep-core,soep-core-2009-pe,91,pvek13,P09_A-H_g,pvek13,pvek13
soep-core,soep-core-2009-pe,91,pvek131,P09_A-H_g,pvek131,pvek131
soep-core,soep-core-2009-pe,91,pvek132,P09_A-H_g,pvek132,pvek132
soep-core,soep-core-2009-pe,91,pvekno,P09_A-H_g,pvekno,pvekno
soep-core,soep-core-2009-pe,92,,P09_A-H_g,pzus11,pzus11
soep-core,soep-core-2009-pe,92,pzus01,P09_A-H_g,pzus01,pzus01
soep-core,soep-core-2009-pe,92,pzus011,P09_A-H_g,pzus011,pzus011
soep-core,soep-core-2009-pe,92,pzus02,P09_A-H_g,pzus02,pzus02
soep-core,soep-core-2009-pe,92,pzus021,P09_A-H_g,pzus021,pzus021
soep-core,soep-core-2009-pe,92,pzus03,P09_A-H_g,pzus03,pzus03
soep-core,soep-core-2009-pe,92,pzus031,P09_A-H_g,pzus031,pzus031
soep-core,soep-core-2009-pe,92,pzus04,P09_A-H_g,pzus04,pzus04
soep-core,soep-core-2009-pe,92,pzus041,P09_A-H_g,pzus041,pzus041
soep-core,soep-core-2009-pe,92,pzus05,P09_A-H_g,pzus05,pzus05
soep-core,soep-core-2009-pe,92,pzus051,P09_A-H_g,pzus051,pzus051
soep-core,soep-core-2009-pe,92,pzus06,P09_A-H_g,pzus06,pzus06
soep-core,soep-core-2009-pe,92,pzus061,P09_A-H_g,pzus061,pzus061
soep-core,soep-core-2009-pe,92,pzus07,P09_A-H_g,pzus07,pzus07
soep-core,soep-core-2009-pe,93,pzus12,P09_A-H_g,pzus12,pzus12
soep-core,soep-core-2009-pe,94,,P09_A-H_g,pwrso,pwrso
soep-core,soep-core-2009-pe,94,,P09_A-H_g,parka,
soep-core,soep-core-2009-pe,94,,P09_A-H_g,pwrka,
soep-core,soep-core-2009-pe,94,par1,P09_A-H_g,par1,par1
soep-core,soep-core-2009-pe,94,par2,P09_A-H_g,par2,par2
soep-core,soep-core-2009-pe,94,par3,P09_A-H_g,par3,par3
soep-core,soep-core-2009-pe,94,par4,P09_A-H_g,par4,par4
soep-core,soep-core-2009-pe,94,par5,P09_A-H_g,par5,par5
soep-core,soep-core-2009-pe,94,par6,P09_A-H_g,par6,par6
soep-core,soep-core-2009-pe,94,par7,P09_A-H_g,par7,par7
soep-core,soep-core-2009-pe,94,par8,P09_A-H_g,par8,par8
soep-core,soep-core-2009-pe,94,parso,P09_A-H_g,parso,parso
soep-core,soep-core-2009-pe,94,pwr1,P09_A-H_g,pwr1,pwr1
soep-core,soep-core-2009-pe,94,pwr2,P09_A-H_g,pwr2,pwr2
soep-core,soep-core-2009-pe,94,pwr3,P09_A-H_g,pwr3,pwr3
soep-core,soep-core-2009-pe,94,pwr4,P09_A-H_g,pwr4,pwr4
soep-core,soep-core-2009-pe,94,pwr5,P09_A-H_g,pwr5,pwr5
soep-core,soep-core-2009-pe,94,pwr6,P09_A-H_g,pwr6,pwr6
soep-core,soep-core-2009-pe,94,pwr7,P09_A-H_g,pwr7,pwr7
soep-core,soep-core-2009-pe,94,pwr8,P09_A-H_g,pwr8,pwr8
soep-core,soep-core-2009-pe,95,,P09_A-H_g,pges01,pges01
soep-core,soep-core-2009-pe,96,,P09_A-H_g,pbeh1,
soep-core,soep-core-2009-pe,96,pbeh2,P09_A-H_g,pbeh2,pbeh2
soep-core,soep-core-2009-pe,97,pdr1,P09_A-H_g,pdr1,pdr1
soep-core,soep-core-2009-pe,97,pdr2,P09_A-H_g,pdr2,pdr2
soep-core,soep-core-2009-pe,98,,P09_A-H_g,pkr1,pkr1
soep-core,soep-core-2009-pe,99,pkr2,P09_A-H_g,pkr2,pkr2
soep-core,soep-core-2009-pe,99,pkr3,P09_A-H_g,pkr3,pkr3
soep-core,soep-core-2009-pe,B,,P09_A-H_g,pform,pform
soep-core,soep-core-2009-pe,B,pdauer1,P09_A-H_g,pdauer1,pdauer1
soep-core,soep-core-2009-pe,B,pdauer2,P09_A-H_g,pdauer2,pdauer2
soep-core,soep-core-2009-pe,IN,,P09_A-H_g,pnrfest,pnrfest
soep-core,soep-core-2009-pe,IN,,P09_A-H_g,hfaktor,hfaktor
soep-core,soep-core-2009-pe,IN,,P09_A-H_g,pfaktor,pfaktor
soep-core,soep-core-2009-pe,IN,,P09_A-H_g,ptextp,ptextp
soep-core,soep-core-2009-pe,IN,,P09_A-H_g,urhh,urhh
soep-core,soep-core-2009-pe,IN,,P09_A-H_g,hpmax,hpmax
soep-core,soep-core-2009-pe,IN,pdatm,P09_A-H_g,pdatm,pdatm
soep-core,soep-core-2009-pe,IN,pdatt,P09_A-H_g,pdatt,pdatt
soep-core,soep-core-2009-pe,IN,pintnr,P09_A-H_g,pintnr,pintnr
soep-core,soep-core-2009-pe,Intro,hnr,P09_A-H_g,hnr,hnr
soep-core,soep-core-2009-pe,Intro,name,P09_A-H_g,name,name
soep-core,soep-core-2009-pe,Intro,pnr,P09_A-H_g,pnr,pnr
soep-core,soep-core-2010-pe,1,pzuf01,P_10_A-H_g,pzuf01,pzuf01
soep-core,soep-core-2010-pe,1,pzuf02,P_10_A-H_g,pzuf02,pzuf02
soep-core,soep-core-2010-pe,1,pzuf03,P_10_A-H_g,pzuf03,pzuf03
soep-core,soep-core-2010-pe,1,pzuf04,P_10_A-H_g,pzuf04,pzuf04
soep-core,soep-core-2010-pe,1,pzuf05,P_10_A-H_g,pzuf05,pzuf05
soep-core,soep-core-2010-pe,1,pzuf07,P_10_A-H_g,pzuf07,pzuf07
soep-core,soep-core-2010-pe,1,pzuf08,P_10_A-H_g,pzuf08,pzuf08
soep-core,soep-core-2010-pe,1,pzuf09,P_10_A-H_g,pzuf09,pzuf09
soep-core,soep-core-2010-pe,1,pzuf12,P_10_A-H_g,pzuf12,pzuf12
soep-core,soep-core-2010-pe,1,pzuf13,P_10_A-H_g,pzuf13,pzuf13
soep-core,soep-core-2010-pe,1,pzuf20,P_10_A-H_g,pzuf20,pzuf20
soep-core,soep-core-2010-pe,101,pkr2,P_10_A-H_g,pkr2,pkr2
soep-core,soep-core-2010-pe,101,pkr3,P_10_A-H_g,pkr3,pkr3
soep-core,soep-core-2010-pe,103,pkr5,P_10_A-H_g,pkr5,pkr5
soep-core,soep-core-2010-pe,103,pkr6,P_10_A-H_g,pkr6,pkr6
soep-core,soep-core-2010-pe,104,pkr18,P_10_A-H_g,pkr18,pkr18
soep-core,soep-core-2010-pe,104,pkr19,P_10_A-H_g,pkr19,pkr19
soep-core,soep-core-2010-pe,104,pkr20,P_10_A-H_g,pkr20,pkr20
soep-core,soep-core-2010-pe,104,pkr21,P_10_A-H_g,pkr21,pkr21
soep-core,soep-core-2010-pe,104,pkr22,P_10_A-H_g,pkr22,pkr22
soep-core,soep-core-2010-pe,105,pbei,P_10_A-H_g,pbei,pbei
soep-core,soep-core-2010-pe,108,pkvso,P_10_A-H_g,pkvso,pkvso
soep-core,soep-core-2010-pe,110,pkt02,P_10_A-H_g,pkt02,pkt02
soep-core,soep-core-2010-pe,110,pkt03,P_10_A-H_g,pkt03,pkt03
soep-core,soep-core-2010-pe,110,pkt04,P_10_A-H_g,pkt04,pkt04
